gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges
Female,0,No,No,7,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Electronic check,53.454853929436915,374.18
Female,0,No,No,66,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,No,Electronic check,120.0,7920.0
Female,1,Yes,No,21,No,No phone service,Fiber optic,No,No,No,No,Yes,Yes,Two year,No,Electronic check,48.57917814078328,1020.16
Male,0,No,No,24,Yes,No,No,No,Yes,No,No,Yes,Yes,One year,Yes,Mailed check,104.661481711655,2511.88
Female,1,Yes,Yes,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,120.0,8640.0
Male,0,Yes,No,31,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,89.52723675598078,2775.34
Female,0,No,No,13,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,63.68332313838062,827.88
Female,0,No,No,9,No,No phone service,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,26.63887171886214,239.75
Male,0,No,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,120.0,8640.0
Female,0,Yes,Yes,5,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,22.57209193094928,112.86
Female,0,Yes,Yes,9,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,68.30791214727034,614.77
Female,0,Yes,Yes,51,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),25.439789962585163,1297.43
Female,0,Yes,Yes,21,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,89.85282769862798,1886.91
Male,0,Yes,Yes,0,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.20455236772886,0.0
Male,0,No,Yes,26,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,21.83665132181154,567.75
Female,1,No,No,0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,83.80409148903502,0.0
Female,0,Yes,Yes,0,Yes,No,DSL,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,21.519524758736733,0.0
Male,1,Yes,No,71,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,101.96470237080642,7239.49
Male,1,Yes,No,1,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),71.28425017163339,71.28
Male,0,Yes,No,67,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),31.10771657211006,2084.22
Male,0,No,No,0,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,91.48492831177998,0.0
Female,0,Yes,No,29,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,92.40135272929163,2679.64
Female,0,No,No,18,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,71.05577835308902,1279.0
Female,0,Yes,No,63,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,86.82052157953977,5469.69
Female,0,No,Yes,53,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),111.71716748447231,5921.01
Female,0,Yes,Yes,39,No,No phone service,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,39.80494854223888,1552.39
Male,0,No,No,10,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,120.0,1200.0
Male,0,Yes,Yes,16,Yes,No,DSL,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),23.257073550422216,372.11
Male,0,Yes,No,57,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,One year,No,Credit card (automatic),77.44039833417314,4414.1
Female,0,Yes,Yes,62,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,64.8006172686598,4017.64
Female,0,No,No,0,Yes,No,No,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,65.39490004293829,0.0
Female,0,Yes,No,72,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),30.376085260178677,2187.08
Female,0,Yes,Yes,67,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,120.0,8040.0
Male,0,Yes,Yes,29,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,24.846071648738103,720.54
Female,1,Yes,No,45,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,101.05672718957004,4547.55
Female,0,Yes,No,51,No,No phone service,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),53.365558380481424,2721.64
Female,0,Yes,No,64,Yes,Yes,DSL,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),27.889992178105498,1784.96
Male,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),79.11796398008633,158.24
Female,0,No,No,70,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,108.86280757778384,7620.4
Male,0,Yes,Yes,24,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,107.75594667241337,2586.14
Male,0,No,No,28,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,85.87365450908895,2404.46
Female,0,Yes,No,61,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),114.52483321604304,6986.01
Male,0,Yes,Yes,60,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,120.0,7200.0
Male,0,Yes,Yes,5,Yes,Yes,DSL,Yes,No,No,No,No,No,One year,No,Electronic check,66.72136270286563,333.61
Female,0,Yes,Yes,30,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),93.5391051076522,2806.17
Male,0,Yes,No,57,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,88.6248342733777,5051.62
Male,0,No,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),93.97293543785081,6766.05
Female,0,No,No,18,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,101.75022610992998,1831.5
Male,0,No,Yes,10,Yes,No,DSL,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),81.482395901857,814.82
Female,0,Yes,No,0,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,115.59483439734446,0.0
Male,0,Yes,Yes,23,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,113.59713333335644,2612.73
Female,1,No,No,17,Yes,Yes,No,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,103.92137952030083,1766.66
Male,0,No,No,57,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,25.750330499245223,1467.77
Male,0,Yes,Yes,6,Yes,No,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Mailed check,55.79737700166082,334.78
Male,0,Yes,Yes,2,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Electronic check,87.23673343996332,174.47
Female,0,Yes,No,10,Yes,No,DSL,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,21.0214761330791,210.21
Female,0,Yes,Yes,63,Yes,No,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),57.90981732992167,3648.32
Female,0,Yes,Yes,27,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.12863952626184,2514.47
Female,0,No,No,60,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),119.78208282649278,7186.92
Male,1,Yes,Yes,40,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),95.05002770910157,3802.0
Female,0,Yes,Yes,54,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Electronic check,96.1458619880654,5191.88
Female,0,No,No,40,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),59.01277116870764,2360.51
Female,0,Yes,Yes,43,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,18.474080484804993,794.39
Female,0,Yes,No,62,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,104.37447887454492,6471.22
Male,0,No,No,72,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,23.093202570950506,1662.71
Female,0,Yes,No,72,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.64604955074551,1486.52
Male,0,Yes,Yes,60,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,66.27262935171385,3976.36
Male,1,Yes,No,54,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,65.2272293785,3522.27
Male,1,Yes,No,13,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),104.79517912773133,1362.34
Male,0,Yes,No,67,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,101.96472564043033,6831.64
Male,0,Yes,Yes,10,Yes,No,DSL,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),24.136460704447998,241.36
Female,0,No,Yes,3,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),25.066230120847404,75.2
Female,0,No,No,51,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,No,Credit card (automatic),67.70971703904456,3453.2
Female,1,No,No,36,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),82.53805987430037,2971.37
Female,1,Yes,No,54,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),120.0,6480.0
Female,0,Yes,Yes,8,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,104.27968202152273,834.24
Female,0,Yes,No,53,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),103.44205326591793,5482.43
Female,0,Yes,Yes,63,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),111.89017501618406,7049.08
Female,0,No,Yes,35,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,21.88997030768845,766.15
Female,0,Yes,Yes,67,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,30.253701765205257,2027.0
Female,1,Yes,Yes,31,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),93.0788890958191,2885.45
Male,0,Yes,Yes,19,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,20.059260401049727,381.13
Female,0,No,No,14,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,24.06290321108771,336.88
Female,0,Yes,Yes,68,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,77.76249083086356,5287.85
Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,30.359927600866,2185.91
Male,0,Yes,Yes,15,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),98.70642148838292,1480.6
Male,0,No,No,13,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,109.13772819103583,1418.79
Male,0,No,No,36,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),24.223797735946558,872.06
Male,0,No,No,8,Yes,No,No,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),83.98521612400532,671.88
Female,1,No,No,5,No,No phone service,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,29.883368317695382,149.42
Female,0,No,No,36,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),71.77126157287152,2583.77
Male,1,No,No,39,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,23.62224655284635,921.27
Male,0,No,Yes,68,Yes,No,DSL,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),21.078293278354447,1433.32
Male,0,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),24.253058345236518,145.52
Female,0,Yes,No,55,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,No,Electronic check,106.92564850134535,5880.91
Female,0,Yes,No,37,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),99.7771406972599,3691.75
Female,0,Yes,Yes,32,Yes,Yes,No,No,No,No,No,No,No,One year,No,Electronic check,54.16505717400496,1733.28
Male,0,No,No,14,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,72.79355134455149,1019.11
Female,0,Yes,Yes,66,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),109.30341306867848,7214.03
Male,0,No,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,103.6027763696448,7459.4
Female,0,No,No,0,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,84.05232969709218,0.0
Male,0,No,No,11,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,94.83046366333421,1043.14
Female,0,No,No,35,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,22.68511785768446,793.98
Female,0,No,Yes,27,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),79.52723436031955,2147.24
Female,0,No,Yes,3,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,110.35653174170594,331.07
Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,26.465262742736545,1905.5
Female,0,Yes,Yes,54,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,29.751657131973456,1606.59
Male,0,No,No,8,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),21.980377672702417,175.84
Female,1,No,No,26,Yes,No,No,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,83.44504938643593,2169.57
Female,0,No,No,5,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Two year,Yes,Electronic check,76.04428923552973,380.22
Male,0,No,No,29,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,91.74076795871446,2660.48
Male,0,No,No,0,Yes,No,DSL,No,No,No,No,No,No,Two year,Yes,Electronic check,66.89273238944229,0.0
Female,0,No,Yes,7,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,No,Credit card (automatic),58.76430439366372,411.35
Male,0,Yes,Yes,59,Yes,No,No,Yes,Yes,No,Yes,No,No,Two year,No,Electronic check,80.69519567803019,4761.02
Female,1,No,No,48,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Electronic check,88.51221393411303,4248.59
Female,0,Yes,Yes,57,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),18.955758826094836,1080.48
Male,1,Yes,No,45,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,111.22219271624246,5005.0
Male,0,No,No,64,No,No phone service,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,44.97137634410858,2878.17
Female,0,No,Yes,0,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,23.263524900723496,0.0
Male,0,No,Yes,8,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,21.483811372086606,171.87
Male,0,No,No,10,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),102.04992523625948,1020.5
Female,0,No,No,7,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),23.243231505446296,162.7
Male,0,Yes,Yes,65,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),64.55753903346563,4196.24
Male,0,Yes,No,25,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),90.92755468558356,2273.19
Male,0,Yes,No,69,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,120.0,8280.0
Female,0,Yes,No,71,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,43.873632362630175,3115.03
Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,28.693007368731973,2065.9
Female,0,No,No,46,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,No,Credit card (automatic),95.47494243775434,4391.85
Female,0,No,No,53,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),112.9066139688072,5984.05
Male,0,No,No,5,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.20846529044306,376.04
Female,0,Yes,No,0,Yes,No,No,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),92.29605218249989,0.0
Male,0,No,No,7,Yes,No,DSL,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),21.53618551782727,150.75
Female,0,No,No,28,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),84.68314656763054,2371.13
Male,0,No,No,41,Yes,Yes,No,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),101.28030006250303,4152.49
